face_1,face_2,face_3,house_1,house_2,house_3,tool_1,tool_2,tool_3
0.38782638,0.0,0.0,0.0,0.043872535,0.0,0.0,0.0,0.0
0.0,1.8292861,1.6365827,0.0,0.0,0.0,0.0,0.6319429,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.024836969,0.0,0.34086975
0.0,1.2181562,1.6290575,0.0,0.0,1.07311,0.5247818,1.736117,0.49126282
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.3285859,0.0,0.0,0.0,0.0,0.0,0.0,0.17126493
0.14710341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8511655,0.06345868,0.0,0.0,0.0,0.0,1.2906274,1.629893,1.0891212
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1329736,0.0,1.1676348,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.36284527,0.6122426,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.02112139,0.11057503,0.2730844
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1439879,0.0
0.77687854,1.2430818,1.506014,0.0,0.0,0.0,0.4766785,0.63454294,1.3241627
1.5863825,0.10056206,2.1484003,0.0,0.8025198,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.28962988,0.0,0.0,0.0,0.0,0.69573754,2.3935921,1.0216382
0.0,0.0,0.0,0.0,0.0,0.0,0.34102672,0.03908702,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0810219,0.0,0.0,0.17196415,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3123717,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.031497724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.24590734,0.0,0.0,0.12425727,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8737174,0.17180298
0.0,0.0,0.0,0.32582337,0.0,0.0,0.0,0.0,0.0
0.8946364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.6554029,0.0,1.4242628,0.0,0.8189589,0.0
0.0,0.18342999,1.7881167,0.0,0.0,0.0,0.0,0.0,0.0
0.071311034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.2364738,0.7088439,0.0,0.2617163,0.6055624,0.61776286,0.0,0.0,0.0
0.0,1.909311,0.0,0.0,0.0,0.0,0.0,0.20958084,0.0
1.3705933,0.0,0.0,0.32378006,0.3099804,0.0,0.07255563,0.33512813,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.26868793,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.26488623,0.0,1.0857604,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37042826,0.0
0.0,0.0,0.0,0.0,0.0,0.5822442,1.3222808,1.588878,1.783907
0.0,0.0,0.0,0.0,0.021620318,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.15867022,0.0,0.0,2.3878784,0.6771471,5.220647
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7633685,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4888138,0.0,1.2385019,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.69492996,0.84386873,1.5317824,0.73739684,0.0,0.3092937
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0981864,0.0,0.7299272
0.0,0.0,0.0,0.0,0.0,0.0,0.28208393,0.40464363,0.06360711
